INVOICEID,USERID,TYPE,RELID,DESCRIPTION,AMOUNT,DUEDATE,INVOICE_LABEL
1135230,85264,Hosting,571036,Wordpress Hosting,7.99,24/05/2018 00:00:00,
1135234,65198,Hosting,571748,Cloud Lite Plus,4.59,24/05/2018 00:00:00,
1135236,68157,Hosting,571037,Website Builder,1.19,24/05/2018 00:00:00,
1136334,89576,Hosting,573951,Cloud Lite Plus,4.59,01/05/2018 00:00:00,
1137461,64180,Hosting,553831,Cloud Ultima,41.35,08/06/2018 00:00:00,
1138523,65833,Hosting,570942,Cloud Lite Plus,4.59,15/06/2018 00:00:00,
1138531,84802,Hosting,570353,Cloud Lite Plus,6.54,15/06/2018 00:00:00,
1138533,63361,Hosting,552953,Cloud Lite Plus,4.59,15/06/2018 00:00:00,
1138534,84353,Hosting,570031,Cloud Lite Plus,4.59,15/06/2018 00:00:00,
1138518,87069,Hosting,572174,Cloud Lite Plus,4.59,05/06/2018 00:00:00,
1192361,61696,Hosting,561704,Cloud VPS Option 1 PCS,3.19,16/05/2019 00:00:00,
1192331,93472,Hosting,576739,Cloud VPS Option 1 PCS,52.45,15/05/2019 00:00:00,
1192362,65439,Hosting,555197,Cloud Lite Plus,4.59,16/05/2019 00:00:00,
1192328,88279,Hosting,572952,Website Builder,37.95,14/05/2019 00:00:00,
1192363,89711,Hosting,574062,Cloud Lite Plus,4.59,16/05/2019 00:00:00,
1192332,89070,Hosting,573545,Cloud Lite Plus,4.59,15/05/2019 00:00:00,
1192365,69572,Hosting,559170,Cloud Lite Plus,4.59,16/05/2019 00:00:00,
1192366,83879,Hosting,569677,Cloud Business Plus,7.99,16/05/2019 00:00:00,
1192369,83933,Hosting,574692,Cloud Lite Plus,4.95,16/05/2019 00:00:00,
1192372,64436,Hosting,554152,Cloud Ultima,20.95,16/05/2019 00:00:00,
1192373,82855,Hosting,569671,Cloud Lite Plus,4.59,16/05/2019 00:00:00,
1192374,74572,Hosting,563106,Cloud Lite Plus,4.59,16/05/2019 00:00:00,
1192375,92719,Hosting,576463,Wordpress Hosting,3.95,16/05/2019 00:00:00,
1192333,81873,Hosting,571436,Cloud Lite Plus,4.59,15/05/2019 00:00:00,
1192376,60993,Hosting,576154,Wordpress Hosting,0.59,16/05/2019 00:00:00,
1192346,67476,Hosting,566383,Secure Mail Relay,0.49,16/05/2019 00:00:00,
1192378,92675,Hosting,576158,Website Builder,4.95,16/05/2019 00:00:00,
1192379,78938,Hosting,566151,Cloud Lite Plus,4.59,16/05/2019 00:00:00,
1192380,85646,Hosting,570953,Cloud Lite Plus,4.59,16/05/2019 00:00:00,
1192382,73320,Hosting,562134,Windows Ultima,15.95,16/05/2019 00:00:00,
1192383,71341,Hosting,561240,Cloud Ultima,14.95,16/05/2019 00:00:00,
1192384,90245,Hosting,574481,Cloud Lite Plus,4.59,16/05/2019 00:00:00,
1192388,87194,Hosting,572495,Cloud Lite Plus,4.59,16/05/2019 00:00:00,
1192349,93071,Hosting,576459,Cloud Business Plus,0.69,16/05/2019 00:00:00,
1192390,79300,Hosting,566385,Cloud Ultima,14.95,16/05/2019 00:00:00,
1192376,60993,Hosting,576153,Wordpress Hosting,0.59,16/05/2019 00:00:00,
1192335,86400,Hosting,571680,Cloud Lite Plus,4.59,15/05/2019 00:00:00,
1192391,85533,Hosting,570885,Level 1 Dedicated Server,33.34,16/05/2019 00:00:00,
1192350,68731,Hosting,558434,Cloud Business Plus,9.95,16/05/2019 00:00:00,
1192392,90234,Hosting,576462,Website Builder,6.45,16/05/2019 00:00:00,
1192394,88729,Hosting,573288,Wordpress Hosting,7.94,16/05/2019 00:00:00,
1192395,70403,Hosting,560491,Cloud Business Plus,7.99,16/05/2019 00:00:00,
1193461,93624,Hosting,576784,Website Builder,4.95,22/04/2019 00:00:00,
1193462,76287,Setup,576785,Wordpress Hosting,3.95,22/04/2019 00:00:00,
1193462,76287,Hosting,576785,Wordpress Hosting,3.95,22/04/2019 00:00:00,
1193498,88081,Hosting,572795,Cloud Lite Plus,4.59,23/05/2019 00:00:00,
1193499,74649,Hosting,563162,Cloud Lite Plus,4.59,23/05/2019 00:00:00,
1193500,92583,Hosting,576525,Website Builder,6.45,23/05/2019 00:00:00,
1193483,76287,Hosting,576785,Wordpress Hosting,3.95,22/05/2019 00:00:00,
1193503,84498,Hosting,570113,Cloud Lite Plus,4.59,23/05/2019 00:00:00,
1194564,86096,Hosting,575114,Cloud Ultima,1.89,10/05/2019 00:00:00,
1177939,92335,Hosting,575926,Website Builder,4.95,25/01/2019 00:00:00,
1179092,92414,Setup,575966,,4.95,31/01/2019 00:00:00,
1179092,92414,Hosting,575966,Cloud Lite Plus,4.95,31/01/2019 00:00:00,
1179106,92415,Setup,575970,,4.95,31/01/2019 00:00:00,
1179106,92415,Hosting,575970,Cloud Business Plus,4.95,31/01/2019 00:00:00,
1180252,65625,Setup,576048,,4.95,06/02/2019 00:00:00,
1180252,65625,Hosting,576048,Cloud Business Plus,0.69,06/02/2019 00:00:00,
1181333,70093,Setup,576123,,4.95,12/02/2019 00:00:00,
1181333,70093,Hosting,576123,Cloud Business Plus,0.69,12/02/2019 00:00:00,
1181335,92628,Setup,576124,Wordpress Hosting,3.95,12/02/2019 00:00:00,
1181335,92628,Hosting,576124,Wordpress Hosting,3.95,12/02/2019 00:00:00,
1181358,70093,Hosting,576123,Cloud Business Plus,0.69,12/03/2019 00:00:00,
1181383,65833,Hosting,570942,Cloud Lite Plus,6.54,15/03/2019 00:00:00,
1181359,92611,Hosting,576122,Wordpress Hosting,3.95,12/03/2019 00:00:00,
1181388,85160,Hosting,574472,Cloud Lite Plus,4.59,15/03/2019 00:00:00,
1181375,91201,Hosting,575151,Website Builder,12.95,15/03/2019 00:00:00,
1181389,91540,Hosting,575393,Wordpress Hosting,0.99,15/03/2019 00:00:00,
1181390,91146,Hosting,575153,Cloud Lite Plus,4.95,15/03/2019 00:00:00,
1181360,92628,Hosting,576124,Wordpress Hosting,3.95,12/03/2019 00:00:00,
1181391,84802,Hosting,570353,Cloud Lite Plus,6.54,15/03/2019 00:00:00,
1181392,63361,Hosting,552953,Cloud Lite Plus,4.59,15/03/2019 00:00:00,
1181364,88279,Hosting,572952,Website Builder,37.95,14/03/2019 00:00:00,
1181393,84353,Hosting,570031,Cloud Lite Plus,4.59,15/03/2019 00:00:00,
1181396,79292,Hosting,569660,Cloud Lite Plus,6.54,15/03/2019 00:00:00,
1181399,72717,Hosting,562126,Cloud Lite Plus,4.59,15/03/2019 00:00:00,
1181378,87267,Hosting,572259,Wordpress Hosting,7.99,15/03/2019 00:00:00,
1181400,82858,Hosting,568919,Cloud Lite Plus,4.59,15/03/2019 00:00:00,
1181403,81235,Hosting,567758,Cloud Lite Plus,4.59,15/03/2019 00:00:00,
1181404,89987,Hosting,574275,Website Builder,12.95,15/03/2019 00:00:00,
1181406,65797,Hosting,555597,Cloud Lite Plus,4.59,15/03/2019 00:00:00,
1181408,77807,Hosting,565382,Cloud Business Plus,7.99,15/03/2019 00:00:00,
1181410,89271,Hosting,574053,Cloud Lite Plus,4.59,15/03/2019 00:00:00,
1181353,90122,Hosting,574385,Cloud Business Plus,9.94,03/03/2019 00:00:00,
1181355,64180,Hosting,553831,Cloud Ultima,53.35,08/03/2019 00:00:00,
1181356,70713,Hosting,562301,Cloud Business Plus,7.99,08/03/2019 00:00:00,
1189584,88947,Hosting,575280,Wordpress Hosting,0.99,01/05/2019 00:00:00,
1189585,70119,Hosting,572122,Cloud Lite Plus,6.54,01/05/2019 00:00:00,
1189586,81717,Hosting,568096,Cloud Lite Plus,4.59,01/05/2019 00:00:00,
1189590,61491,Hosting,37659,Cloud Lite Plus,4.59,01/05/2019 00:00:00,
1189536,91036,Hosting,575026,Cloud Lite Plus,0.69,01/05/2019 00:00:00,
1189595,62445,Hosting,554806,Cloud Lite Plus,4.59,01/05/2019 00:00:00,
1189600,66868,Hosting,556775,Cloud Business Plus,7.99,01/05/2019 00:00:00,
1189602,77609,Hosting,565229,Cloud Lite Plus,4.59,01/05/2019 00:00:00,
1189606,82639,Hosting,569520,Cloud Business Plus,9.94,01/05/2019 00:00:00,
1189607,67396,Hosting,563199,Cloud VPS Option 3 PCS,177.35,01/05/2019 00:00:00,
1190697,83097,Hosting,569114,Cloud Lite Plus,4.59,07/05/2019 00:00:00,
1190670,73225,Hosting,562054,Cloud Lite Plus,4.59,06/05/2019 00:00:00,
1190698,58085,Hosting,569386,Cloud Lite Plus,4.59,07/05/2019 00:00:00,
1190702,83105,Hosting,569121,Cloud Business Plus,9.94,07/05/2019 00:00:00,
1190684,57865,Hosting,561348,Level 1 Dedicated Server,2.58,07/05/2019 00:00:00,
1190706,78433,Hosting,565793,Cloud Lite Plus,4.59,07/05/2019 00:00:00,
1190708,69646,Hosting,559238,Cloud VPS Custom PCS,5.19,07/05/2019 00:00:00,
1190709,70075,Hosting,559655,Cloud VPS Option 4 PCS,24.04,07/05/2019 00:00:00,
1190710,59492,Hosting,560968,Cloud VPS Option 3 PCS,181.35,07/05/2019 00:00:00,
1190711,91765,Hosting,575537,Cloud VPS Option 1 PCS,6.54,07/05/2019 00:00:00,
1190712,92324,Hosting,576373,Cloud VPS Option 3 PCS,122.45,07/05/2019 00:00:00,
1190713,92964,Hosting,576372,Wordpress Hosting,0.59,07/05/2019 00:00:00,
1190690,92007,Hosting,575708,Cloud Business Plus,0.69,07/05/2019 00:00:00,
1190715,72165,Hosting,570863,Cloud Business Plus,7.99,07/05/2019 00:00:00,
1190716,88755,Hosting,573994,Cloud Lite Plus,4.59,07/05/2019 00:00:00,
1190718,65024,Hosting,554683,Cloud Lite Plus,4.59,07/05/2019 00:00:00,
1190721,91451,Hosting,575320,Website Builder,12.95,07/05/2019 00:00:00,
1190679,72474,Hosting,566558,Cloud Lite Plus,4.59,07/05/2019 00:00:00,
1190725,69169,Hosting,571620,Cloud Lite Plus,4.59,07/05/2019 00:00:00,
1190726,91764,Hosting,575536,Website Builder,12.95,07/05/2019 00:00:00,
1190727,82381,Hosting,568603,Website Builder,9.95,07/05/2019 00:00:00,
1190729,90459,Hosting,574630,Website Builder,2.95,07/05/2019 00:00:00,
1190730,62792,Hosting,556014,Cloud Business Plus,7.99,07/05/2019 00:00:00,
1190668,83066,Hosting,569100,Cloud Lite Plus,4.59,04/05/2019 00:00:00,
1190732,82454,Hosting,568612,Wordpress Hosting,10.94,07/05/2019 00:00:00,
1190733,78870,Hosting,569113,Cloud Lite Plus,4.59,07/05/2019 00:00:00,
1190684,57865,Hosting,561334,Level 1 Dedicated Server,2.8,07/05/2019 00:00:00,
1190684,57865,Hosting,561333,Level 1 Dedicated Server,3.95,07/05/2019 00:00:00,
1190684,57865,Hosting,561660,Hype,0,07/05/2019 00:00:00,
1190734,82441,Hosting,568605,Cloud Lite Plus,6.54,07/05/2019 00:00:00,
1190735,84675,Hosting,570245,Cloud Lite Plus,4.59,07/05/2019 00:00:00,
1190691,61096,Hosting,572685,Enterprise,49.95,07/05/2019 00:00:00,
1190737,79209,Hosting,566319,Cloud Lite Plus,4.59,07/05/2019 00:00:00,
1190738,85892,Hosting,571145,Cloud Lite Plus,4.59,07/05/2019 00:00:00,
1190740,81178,Hosting,569917,Cloud Lite Plus,4.59,07/05/2019 00:00:00,
1190674,86924,Hosting,571891,Wordpress Hosting,5.99,06/05/2019 00:00:00,
1192880,93341,Setup,576762,Wordpress Hosting,3.95,18/04/2019 00:00:00,
1192880,93341,Hosting,576762,Wordpress Hosting,3.95,18/04/2019 00:00:00,
1192885,93528,Setup,576763,Website Builder,0.01,18/04/2019 00:00:00,
1192885,93528,Hosting,576763,Website Builder,0.01,18/04/2019 00:00:00,
1129263,80483,Hosting,570048,Cloud Lite Plus,4.59,17/04/2018 00:00:00,
1129269,75385,Hosting,566403,Cloud Lite Plus,4.59,17/04/2018 00:00:00,
1130272,57887,Hosting,569743,Cloud VPS Option 1 PCS,6.69,23/04/2018 00:00:00,
1130225,83002,Hosting,569390,Level 1 Dedicated Server,22.84,09/04/2018 00:00:00,
1130229,57842,Hosting,46270,Cloud Ultima,14.95,21/04/2018 00:00:00,
1130274,87778,Hosting,572566,Cloud Lite Plus,4.59,23/04/2018 00:00:00,
1130275,84403,Hosting,571490,Cloud Lite Plus,4.59,23/04/2018 00:00:00,
1130276,65204,Hosting,555338,Cloud Lite Plus,4.59,23/04/2018 00:00:00,
1130277,64969,Hosting,554621,Cloud Business Plus,7.99,23/04/2018 00:00:00,
1130282,72409,Hosting,564680,Cloud Lite Plus,4.59,23/04/2018 00:00:00,
1130284,68402,Hosting,558147,Cloud Lite Plus,4.59,23/04/2018 00:00:00,
1131510,59082,Domain,52164,Domain Renewal,24.95,01/05/2018 00:00:00,
1128143,80649,Hosting,571643,Cloud Lite Plus,4.59,10/04/2018 00:00:00,
1128146,69786,Hosting,559361,Cloud Lite Plus,4.59,10/04/2018 00:00:00,
1128147,86268,Hosting,571406,Cloud Lite Plus,4.59,10/04/2018 00:00:00,
1128148,88234,Hosting,572911,Wordpress Hosting,7.94,10/04/2018 00:00:00,
1128149,69856,Hosting,568364,Cloud Lite Plus,4.59,10/04/2018 00:00:00,
1128151,85160,Hosting,570633,Cloud Lite Plus,4.59,10/04/2018 00:00:00,
1128157,63940,Hosting,558998,Cloud VPS Custom PCS,145.45,10/04/2018 00:00:00,
1128162,66014,Hosting,562666,Cloud Lite Plus,4.59,10/04/2018 00:00:00,
1128142,69941,Hosting,559546,Cloud Lite Plus,4.59,02/04/2018 00:00:00,
1128163,88654,Hosting,573229,Cloud Lite Plus,4.59,10/04/2018 00:00:00,
1128164,74116,Hosting,572900,Cloud Lite Plus,4.59,10/04/2018 00:00:00,
1128165,65647,Hosting,555402,Cloud Business Plus,7.99,10/04/2018 00:00:00,
1128166,83789,Hosting,569619,Cloud Lite Plus,4.59,10/04/2018 00:00:00,
1128168,83134,Hosting,569143,Wordpress Hosting,4.59,10/04/2018 00:00:00,
1128171,68681,Hosting,558393,Cloud Lite Plus,4.59,10/04/2018 00:00:00,
1128173,58930,Hosting,52593,Level 1 Dedicated Server,44.55,10/04/2018 00:00:00,
1129328,80858,Hosting,567782,Cloud Lite Plus,4.59,18/04/2018 00:00:00,
1129329,85665,Hosting,570970,Cloud Lite Plus,4.59,18/04/2018 00:00:00,
1129333,86355,Hosting,571446,Website Builder,1.19,18/04/2018 00:00:00,
1129339,72116,Hosting,561255,Cloud Business Plus,7.99,18/04/2018 00:00:00,
1129340,78584,Hosting,565918,Cloud Business Plus,7.99,18/04/2018 00:00:00,
1129341,79328,Hosting,566412,Cloud Business Plus,7.99,18/04/2018 00:00:00,
1129358,77108,Hosting,564905,Cloud Lite Plus,4.59,18/04/2018 00:00:00,
1130358,64970,Hosting,554622,Cloud Lite Plus,4.59,24/04/2018 00:00:00,
1130361,67656,Hosting,570438,Cloud Lite Plus,4.59,24/04/2018 00:00:00,
1122406,69572,Hosting,564782,Cloud Lite Plus,4.59,05/03/2018 00:00:00,
1122410,63949,Hosting,553553,Level 1 Dedicated Server,3.6,05/03/2018 00:00:00,
1122370,88537,Hosting,573160,Cloud Lite Plus,6.54,02/03/2018 00:00:00,
1122415,87252,Hosting,572173,Cloud Lite Plus,4.59,05/03/2018 00:00:00,
1122423,85482,Hosting,570846,Enterprise,39.95,05/03/2018 00:00:00,
1122424,68920,Hosting,558586,Cloud Business Plus,7.99,05/03/2018 00:00:00,
1122426,76179,Hosting,564260,Cloud Lite Plus,4.59,05/03/2018 00:00:00,
1122365,85037,Hosting,570531,Cloud Lite Plus,4.59,01/03/2018 00:00:00,
1122430,71509,Hosting,570588,Enterprise,39.95,05/03/2018 00:00:00,
1122410,63949,Hosting,568591,Hype,0,05/03/2018 00:00:00,
1122431,64955,Hosting,567668,Cloud Business Plus,7.99,05/03/2018 00:00:00,
1122432,80831,Hosting,567467,Cloud Business Plus,7.99,05/03/2018 00:00:00,
1122438,57871,Hosting,570568,Level 1 Dedicated Server,28.84,05/03/2018 00:00:00,
1122439,71816,Hosting,565058,Cloud VPS Option 2 PCS,78.95,05/03/2018 00:00:00,
1122444,65711,Hosting,563978,Cloud VPS Option 1 PCS,45.45,05/03/2018 00:00:00,
1122445,80483,Hosting,567230,Cloud Business Plus,7.99,05/03/2018 00:00:00,
1122446,66216,Hosting,555994,Cloud Lite Plus,4.59,05/03/2018 00:00:00,
1122447,87921,Hosting,572668,Website Builder,7.95,05/03/2018 00:00:00,
1122368,86583,Hosting,571794,Cloud Lite Plus,4.59,01/03/2018 00:00:00,
1122372,84132,Hosting,569853,Cloud Lite Plus,4.59,02/03/2018 00:00:00,
1120312,84477,Hosting,570099,Cloud Lite Plus,4.59,22/02/2018 00:00:00,
1120327,80334,Hosting,567112,Cloud Lite Plus,4.59,22/02/2018 00:00:00,
1120328,76437,Hosting,564670,Cloud Lite Plus,4.59,22/02/2018 00:00:00,
1120332,84905,Hosting,570426,Cloud Lite Plus,6.54,22/02/2018 00:00:00,
1120334,76805,Hosting,564954,Cloud Lite Plus,4.59,22/02/2018 00:00:00,
1120336,73686,Hosting,568974,Cloud Lite Plus,4.59,22/02/2018 00:00:00,
1120298,79203,Hosting,566316,Cloud Lite Plus,4.59,07/02/2018 00:00:00,
1120340,76015,Hosting,564145,Cloud Business Plus,7.99,22/02/2018 00:00:00,
1120341,78620,Hosting,565938,Cloud Business Plus,7.99,22/02/2018 00:00:00,
1120342,70282,Hosting,568726,Cloud Business Plus,7.99,22/02/2018 00:00:00,
1120345,69346,Hosting,24342,Cloud Business Plus,7.99,22/02/2018 00:00:00,
1118209,83222,Hosting,570267,Wordpress,59.99,09/02/2018 00:00:00,
1118259,74116,Hosting,572900,Cloud Lite Plus,4.59,10/01/2018 00:00:00,
1120346,83301,Hosting,569240,Website Builder,9.95,22/02/2018 00:00:00,
1121527,61012,Hosting,561983,Level 1 Dedicated Server (01/03/2018,31.39,01/03/2018 00:00:00,
1121528,84106,Hosting,569852,Cloud Lite Plus,4.59,01/03/2018 00:00:00,
1121529,67356,Hosting,557386,Cloud Lite Plus,4.59,01/03/2018 00:00:00,
1121530,64040,Hosting,553665,Cloud Lite Plus,4.59,01/03/2018 00:00:00,
1121531,84571,Hosting,570173,Cloud Business Plus,7.99,01/03/2018 00:00:00,
1121533,74647,Hosting,563230,Cloud Ultima,14.95,01/03/2018 00:00:00,
1121537,85823,Hosting,571105,Wordpress Hosting,5.99,01/03/2018 00:00:00,
1121539,63568,Hosting,553036,Cloud Lite Plus,4.59,01/03/2018 00:00:00,
1121540,83013,Hosting,569053,Cloud Lite Plus,4.59,01/03/2018 00:00:00,
1121541,69949,Hosting,559552,Cloud VPS Option 2 PCS,49.95,01/03/2018 00:00:00,
1121546,62532,Hosting,568097,Cloud Lite Plus,4.59,01/03/2018 00:00:00,
1121548,59702,Hosting,570567,Level 1 Dedicated Server,343.95,01/03/2018 00:00:00,
1121523,81267,Hosting,567791,Cloud Lite Plus,4.59,19/02/2018 00:00:00,
1121552,82908,Hosting,569052,Cloud Lite Plus,4.59,01/03/2018 00:00:00,
1121558,57887,Hosting,554478,Reseller Lite,0.5,01/03/2018 00:00:00,
1121559,60732,Hosting,44104,Cloud Lite Plus,4.59,01/03/2018 00:00:00,
1121562,59036,Hosting,569532,Cloud Lite Plus,4.59,01/03/2018 00:00:00,
1121564,59518,Hosting,35974,Cloud Lite Plus,4.59,01/03/2018 00:00:00,
1121566,75627,Hosting,564214,Cloud Lite Plus,4.59,01/03/2018 00:00:00,
1121567,69797,Hosting,566505,Cloud Lite Plus,4.59,01/03/2018 00:00:00,
1121569,69696,Hosting,559274,Cloud Lite Plus,4.59,01/03/2018 00:00:00,
1121570,66024,Hosting,555798,Cloud Business Plus,7.99,01/03/2018 00:00:00,
1118280,61096,Hosting,572685,Enterprise,49.95,07/02/2018 00:00:00,
1118281,87628,DomainTransfer,107326,Domain Transfer,9.95,10/01/2018 00:00:00,
1118294,88234,Hosting,572911,Wordpress Hosting,7.94,10/01/2018 00:00:00,
1118316,80649,Hosting,571643,Cloud Lite Plus,4.59,10/02/2018 00:00:00,
1118319,69786,Hosting,559361,Cloud Lite Plus,4.59,10/02/2018 00:00:00,
1118321,86268,Hosting,571406,Cloud Lite Plus,4.59,10/02/2018 00:00:00,
1118323,88234,Hosting,572911,Wordpress Hosting,7.94,10/02/2018 00:00:00,
1118324,69856,Hosting,568364,Cloud Lite Plus,4.59,10/02/2018 00:00:00,
1118326,85160,Hosting,570633,Cloud Lite Plus,4.59,10/02/2018 00:00:00,
1118330,63940,Hosting,558998,Cloud VPS Custom PCS,145.45,10/02/2018 00:00:00,
1119266,85463,Hosting,572984,Cloud Lite Plus,4.59,16/01/2018 00:00:00,
1119270,87784,Hosting,572985,Cloud Lite Plus,4.59,16/01/2018 00:00:00,
1119291,85463,Hosting,572984,Cloud Lite Plus,4.59,16/02/2018 00:00:00,
1119292,85247,Hosting,570684,Cloud Lite Plus,4.59,16/02/2018 00:00:00,
1119293,87784,Hosting,572985,Cloud Lite Plus,4.59,16/02/2018 00:00:00,
1119299,61696,Hosting,561704,Cloud VPS Option 1 PCS,3.19,16/02/2018 00:00:00,
1119300,65439,Hosting,555197,Cloud Lite Plus,4.59,16/02/2018 00:00:00,
1119302,82964,Hosting,572497,Cloud Lite Plus,4.59,16/02/2018 00:00:00,
1119305,69572,Hosting,559170,Cloud Lite Plus,4.59,16/02/2018 00:00:00,
1119306,83879,Hosting,569677,Cloud Business Plus,7.99,16/02/2018 00:00:00,
1119283,87460,Hosting,572375,Cloud Lite Plus,4.59,30/01/2018 00:00:00,
1119317,64436,Hosting,554152,Cloud Ultima,14.95,16/02/2018 00:00:00,
1119318,82855,Hosting,569671,Website Builder,14.95,16/02/2018 00:00:00,
1119319,74572,Hosting,563106,Cloud Lite Plus,4.59,16/02/2018 00:00:00,
1119322,67476,Hosting,566383,Secure Mail Relay,0.49,16/02/2018 00:00:00,
1119323,78938,Hosting,566151,Cloud Lite Plus,4.59,16/02/2018 00:00:00,
1119325,85646,Hosting,570953,Cloud Lite Plus,4.59,16/02/2018 00:00:00,
1119328,73320,Hosting,562134,Windows Ultima,15.95,16/02/2018 00:00:00,
1119329,71341,Hosting,561240,Cloud Ultima,14.95,16/02/2018 00:00:00,
1119334,78328,Hosting,567764,Cloud Lite Plus,4.59,16/02/2018 00:00:00,
1119335,87194,Hosting,572495,Cloud Lite Plus,4.59,16/02/2018 00:00:00,
1119337,79300,Hosting,566385,Cloud Ultima,14.95,16/02/2018 00:00:00,
1163074,91283,DomainRegister,115482,Domain Registration,14.95,23/10/2018 00:00:00,
1163075,59872,DomainRegister,115483,Domain Registration,14.95,23/10/2018 00:00:00,
1163077,83002,DomainRegister,115484,Domain Registration,7.95,23/10/2018 00:00:00,
1163078,85705,DomainRegister,115485,Domain Registration,14.95,23/10/2018 00:00:00,
1163079,90437,DomainTransfer,115486,Domain Transfer,9.95,23/10/2018 00:00:00,
1163080,64969,DomainRegister,115487,Domain Registration,4.95,23/10/2018 00:00:00,
1164177,89242,Hosting,573682,Wordpress Hosting,7.94,30/11/2018 00:00:00,
1164186,85402,Hosting,574371,Wordpress Hosting,5.99,30/11/2018 00:00:00,
1164154,73375,Hosting,570095,Virtuozzo Virtual Server,7.54,23/11/2018 00:00:00,
1164164,84514,Hosting,575263,Cloud Business Plus,1.19,30/11/2018 00:00:00,
1164188,90102,Hosting,574372,Website Builder,22.95,30/11/2018 00:00:00,
1164196,90384,Hosting,574580,Website Builder,9.95,30/11/2018 00:00:00,
1165358,83170,Hosting,575317,Website Builder,2.95,07/11/2018 00:00:00,
1165365,91451,Hosting,575320,Website Builder,12.95,07/11/2018 00:00:00,
1161959,91202,DomainRegister,115295,Domain Registration,14.95,16/10/2018 00:00:00,
1161961,91202,DomainRegister,115296,Domain Registration,7.95,16/10/2018 00:00:00,
1161962,91202,DomainRegister,115297,Domain Registration,4.95,16/10/2018 00:00:00,
1161963,91208,DomainRegister,115298,Domain Registration,14.95,16/10/2018 00:00:00,
1161964,91209,DomainRegister,115299,Domain Registration,4.95,16/10/2018 00:00:00,
1161966,91202,DomainRegister,115300,Domain Registration,12.95,16/10/2018 00:00:00,
1161969,91211,DomainRegister,115303,Domain Registration,14.95,16/10/2018 00:00:00,
1161974,91213,DomainRegister,115304,Domain Registration,9.95,16/10/2018 00:00:00,
1161975,91213,Setup,575160,Wordpress Hosting,7.95,16/10/2018 00:00:00,
1161975,91213,Hosting,575160,Wordpress Hosting,0.99,16/10/2018 00:00:00,
1161976,91213,DomainAddonIDP,115304,Addons (ID Domain Proxy),4.95,16/10/2018 00:00:00,
1163081,82383,DomainRegister,115488,Domain Registration,1.49,23/10/2018 00:00:00,
1163084,72439,DomainRegister,115489,Domain Registration,14.95,23/10/2018 00:00:00,
1163085,83062,DomainRegister,115490,Domain Registration,14.95,23/10/2018 00:00:00,
1163086,91284,DomainRegister,115491,Domain Registration,14.95,23/10/2018 00:00:00,
1163088,91285,DomainRegister,115492,Domain Registration,14.94,23/10/2018 00:00:00,
1163088,91285,PromoDomain,115492,Promotional Code: 10OFFDOMAINS,-1.49,23/10/2018 00:00:00,
1163089,72447,Domain,95416,Domain Renewal,24.95,23/10/2018 00:00:00,
1163090,91286,DomainRegister,115496,Domain Registration,14.95,23/10/2018 00:00:00,
1163090,91286,DomainRegister,115493,Domain Registration,14.95,23/10/2018 00:00:00,
1163090,91286,DomainRegister,115494,Domain Registration,14.95,23/10/2018 00:00:00,
1163090,91286,DomainRegister,115495,Domain Registration,14.95,23/10/2018 00:00:00,
1163094,69652,DomainRegister,115499,Domain Registration,9.95,24/10/2018 00:00:00,
1163095,89966,DomainRegister,115500,Domain Registration,14.95,24/10/2018 00:00:00,
